Country,Year,Life_Expectancy,GDP,Region,Population,LogGDP,Predicted
Colombia,1987,68.166,1192,Latin America & Caribbean,30499467,3.076490539,62.75751271
Colombia,1990,68.701,1474,Latin America & Caribbean,32440069,3.168746536,63.89344235
Colombia,1993,69.083,1930,Latin America & Caribbean,34441473,3.285570757,65.33187562
Colombia,1996,70.209,2664,Latin America & Caribbean,36462745,3.425608594,67.0561335
Colombia,1999,70.913,2243,Latin America & Caribbean,38454863,3.350953571,66.13692113
Colombia,2002,71.537,2428,Latin America & Caribbean,40324680,3.385414945,66.56123713
Colombia,2005,73.156,3456,Latin America & Caribbean,42128977,3.538582041,68.44715295
Colombia,2008,74.206,5541,Latin America & Caribbean,43758808,3.743653693,70.97215919
Colombia,2011,75.18,7400,Latin America & Caribbean,45259614,3.869290056,72.5190946
Colombia,2014,75.95,8187,Latin America & Caribbean,46565429,3.913135837,73.05895893
Colombia,2017,76.418,6479,Latin America & Caribbean,48131078,3.81154366,71.80807478
Colombia,2020,74.757,5339,Latin America & Caribbean,50629997,3.72751581,70.77345667
Colombia,2023,77.725,6947,Latin America & Caribbean,52321152,3.841819759,72.18085833
"Korea, Rep.",1960,53.79756098,158,East Asia & Pacific,25012374,2.199409951,51.95819484
"Korea, Rep.",1963,55.02546341,146,East Asia & Pacific,27261747,2.165251725,51.53761144
"Korea, Rep.",1966,55.52297561,133,East Asia & Pacific,29435571,2.125415659,51.04711793
"Korea, Rep.",1969,61.48290244,243,East Asia & Pacific,31544266,2.386367208,54.26016216
"Korea, Rep.",1972,63.0097561,324,East Asia & Pacific,33505406,2.51080338,55.79231986
"Korea, Rep.",1975,64.15365854,617,East Asia & Pacific,35280725,2.790606059,59.23747428
"Korea, Rep.",1978,65.19756098,1405,East Asia & Pacific,36969185,3.147930451,63.63713806
"Korea, Rep.",1981,66.54634146,1883,East Asia & Pacific,38723248,3.274955474,65.20117176
"Korea, Rep.",1984,68.19512195,2413,East Asia & Pacific,40405956,3.382607084,66.5266645
"Korea, Rep.",1987,69.99756098,3554,East Asia & Pacific,41621690,3.550791471,68.59748522
"Korea, Rep.",1990,71.59756098,6609,East Asia & Pacific,42869283,3.820201281,71.91467433
"Korea, Rep.",1993,72.99756098,8884,East Asia & Pacific,44194628,3.948653496,73.49628077
"Korea, Rep.",1996,74.15121951,13402,East Asia & Pacific,45524681,4.127201843,75.69471085
"Korea, Rep.",1999,75.4097561,10672,East Asia & Pacific,46616677,4.028264029,74.47650934
"Korea, Rep.",2002,76.76585366,13165,East Asia & Pacific,47644736,4.119423622,75.59893917
"Korea, Rep.",2005,78.16829268,19402,East Asia & Pacific,48184561,4.287857751,77.67283492
"Korea, Rep.",2008,79.51707317,21350,East Asia & Pacific,49054708,4.329406585,78.1844174
"Korea, Rep.",2011,80.56829268,25097,East Asia & Pacific,49936638,4.399632114,79.04909029
"Korea, Rep.",2014,81.72195122,29252,East Asia & Pacific,50746659,4.46616939,79.86835047
"Korea, Rep.",2017,82.62682927,31600,East Asia & Pacific,51361911,4.499697196,80.28117163
"Korea, Rep.",2023,83.42926829,33121,East Asia & Pacific,51712619,4.520108309,80.53248959
"Korea, Rep.",2020,83.42682927,31721,East Asia & Pacific,51836239,4.501350962,80.30153412
Sudan,1960,49.566,99,Sub-Saharan Africa,8364489,1.998752303,49.48753736
Sudan,1963,50.816,109,Sub-Saharan Africa,9218077,2.041152608,50.00960383
Sudan,1966,51.253,110,Sub-Saharan Africa,10197578,2.043372383,50.03693548
Sudan,1969,52.04,125,Sub-Saharan Africa,11298936,2.100318448,50.73810099
Sudan,1972,52.803,154,Sub-Saharan Africa,12527856,2.188961038,51.82953947
Sudan,1975,53.31,269,Sub-Saharan Africa,14064798,2.430805084,54.80731684
Sudan,1978,53.29,410,Sub-Saharan Africa,15695003,2.612860204,57.04892512
Sudan,1981,54.369,483,Sub-Saharan Africa,17780572,2.684668182,57.93308239
Sudan,1984,49.807,429,Sub-Saharan Africa,19546528,2.633461767,57.30258804
Sudan,1987,54.747,471,Sub-Saharan Africa,20704904,2.673165857,57.79145656
Sudan,1990,55.497,1257,Sub-Saharan Africa,22021481,3.099400054,63.03959298
Sudan,1993,56.102,312,Sub-Saharan Africa,23445592,2.495119633,55.59920902
Sudan,1996,57.638,294,Sub-Saharan Africa,25231528,2.469567202,55.28458704
Sudan,1999,58.607,324,Sub-Saharan Africa,27130613,2.511428259,55.80001387
Sudan,2002,59.308,506,Sub-Saharan Africa,29228727,2.704375875,58.17573927
Sudan,2005,57.226,905,Sub-Saharan Africa,31262444,2.956909385,61.28513388
Sudan,2008,61.261,1527,Sub-Saharan Africa,33623980,3.184004645,64.08131239
Sudan,2011,63.181,1332,Sub-Saharan Africa,36140806,3.124718459,63.35133344
Sudan,2014,63.99,1275,Sub-Saharan Africa,38823318,3.105659473,63.11666396
Sudan,2017,65.146,966,Sub-Saharan Africa,42714306,2.985204409,61.63352485
Sudan,2020,65.124,577,Sub-Saharan Africa,46789231,2.76177395,58.88247029
Sudan,2023,66.331,2183,Sub-Saharan Africa,50042791,3.339141542,65.99148198
Uganda,1960,45.633,55,Sub-Saharan Africa,7640973,1.743341169,46.34271115
Uganda,1963,47.378,61,Sub-Saharan Africa,8333663,1.792079003,46.94281035
Uganda,1966,48.463,101,Sub-Saharan Africa,9122864,2.006189609,49.57911142
Uganda,1969,49.505,116,Sub-Saharan Africa,10014858,2.067004968,50.32791877
Uganda,1972,47.162,136,Sub-Saharan Africa,10885796,2.136608766,51.18493641
Uganda,1975,46.517,201,Sub-Saharan Africa,11725240,2.303708466,53.2424016
Uganda,1978,45.596,190,Sub-Saharan Africa,12692113,2.280328249,52.95452566
Uganda,1981,43.456,98,Sub-Saharan Africa,13556452,1.994082804,49.43004275
Uganda,1984,43.706,247,Sub-Saharan Africa,14607677,2.393604923,54.3492787
Uganda,1987,47.36,392,Sub-Saharan Africa,15954170,2.594360218,56.82113849
Uganda,1990,47.561,244,Sub-Saharan Africa,17569897,2.389143338,54.29434409
Uganda,1993,47.681,165,Sub-Saharan Africa,19445161,2.21910354,52.20067807
Uganda,1996,47.759,284,Sub-Saharan Africa,21231550,2.454384812,55.09764931
Uganda,1999,48.977,257,Sub-Saharan Africa,23257281,2.411488303,54.56947318
Uganda,2002,51.443,241,Sub-Saharan Africa,25532870,2.383787887,54.2284035
Uganda,2005,54.926,330,Sub-Saharan Africa,27963289,2.51904714,55.89382363
Uganda,2008,58.253,472,Sub-Saharan Africa,30539553,2.674716672,57.81055144
Uganda,2011,60.791,835,Sub-Saharan Africa,33354543,2.922008857,60.85541065
Uganda,2014,63.057,896,Sub-Saharan Africa,36395539,2.952334568,61.22880507
Uganda,2017,65.174,765,Sub-Saharan Africa,40177388,2.883785366,60.38477245
Uganda,2020,66.41,845,Sub-Saharan Africa,44457152,2.927250461,60.91994948
Uganda,2023,68.252,1002,Sub-Saharan Africa,48656601,3.00100169,61.82803361
Spain,1960,69.10926829,407,Europe & Central Asia,30455000,2.610620806,57.02135186
Spain,1963,69.68121951,627,Europe & Central Asia,31296651,2.797460368,59.32187002
Spain,1966,71.05512195,915,Europe & Central Asia,32283194,2.96171965,61.34436171
Spain,1969,71.05756098,1109,Europe & Central Asia,33441054,3.044984947,62.36959066
Spain,1972,72.81804878,1707,Europe & Central Asia,34604469,3.232383094,64.67698656
Spain,1975,73.31878049,3207,Europe & Central Asia,35757900,3.506172711,68.04810336
Spain,1978,74.29560976,4353,Europe & Central Asia,36864898,3.638821328,69.68137925
Spain,1981,75.52853659,5367,Europe & Central Asia,37758631,3.729758279,70.80106774
Spain,1984,76.29536585,4486,Europe & Central Asia,38330364,3.651934944,69.84284458
Spain,1987,76.72804878,8233,Europe & Central Asia,38684815,3.915596528,73.08925693
Spain,1990,76.83756098,13795,Europe & Central Asia,38867322,4.139722207,75.84887159
Spain,1993,77.54658537,13330,Europe & Central Asia,39361262,4.124842524,75.66566103
Spain,1996,78.1204878,16100,Europe & Central Asia,39889852,4.206842643,76.67531209
Spain,1999,78.71707317,15707,Europe & Central Asia,40386875,4.196119436,76.54327939
Spain,2002,79.56829268,17111,Europe & Central Asia,41431558,4.23327713,77.00079465
Spain,2005,80.17073171,26450,Europe & Central Asia,43653155,4.422441324,79.32993553
Spain,2008,81.17560976,35603,Europe & Central Asia,45954106,4.551489623,80.91888143
Spain,2014,83.22926829,29694,Europe & Central Asia,46480882,4.472681684,79.94853504
Spain,2017,83.28292683,28367,Europe & Central Asia,46593236,4.452827788,79.70407799
Spain,2011,82.47560976,31824,Europe & Central Asia,46742697,4.502763253,80.31892338
Spain,2020,82.23170732,27230,Europe & Central Asia,47365655,4.435053383,79.48522529
Spain,2023,83.88292683,33509,Europe & Central Asia,48347910,4.525161633,80.59471015
Algeria,1960,40.839,238,Middle East & North Africa,11424922,2.377292546,54.14842766
Algeria,1963,43.143,225,Middle East & North Africa,11982118,2.353309564,53.85313
Algeria,1966,42.745,241,Middle East & North Africa,12590069,2.382825356,54.21655204
Algeria,1969,42.991,315,Middle East & North Africa,13475960,2.499569774,55.65400271
Algeria,1972,44.384,469,Middle East & North Africa,14427072,2.671201545,57.76727038
Algeria,1975,46.921,992,Middle East & North Africa,15678596,2.996643883,61.7743768
Algeria,1978,50.615,1505,Middle East & North Africa,17506974,3.17780831,64.00501816
Algeria,1981,57.422,2307,Middle East & North Africa,19220704,3.363110531,66.28660735
Algeria,1984,62.722,2524,Middle East & North Africa,21271969,3.402154854,66.76735229
Algeria,1987,66.13,2847,Middle East & North Africa,23443624,3.454399315,67.41062789
Algeria,1990,67.658,2445,Middle East & North Africa,25375810,3.388311426,66.59690093
Algeria,1993,67.797,1831,Middle East & North Africa,27277048,3.262699732,65.05026926
Algeria,1996,68.219,1616,Middle East & North Africa,29033044,3.208664893,64.38494909
Algeria,1999,70.088,1596,Middle East & North Africa,30474354,3.203065056,64.31599942
Algeria,2002,71.644,1937,Middle East & North Africa,31750835,3.287233667,65.3523507
Algeria,2005,72.836,3233,Middle East & North Africa,33109249,3.509623624,68.09059376
Algeria,2008,73.618,5180,Middle East & North Africa,34816961,3.714406787,70.61204789
Algeria,2011,74.383,5916,Middle East & North Africa,36903376,3.772051189,71.32181188
Algeria,2014,74.992,6094,Middle East & North Africa,39205031,3.7849519,71.48065575
Algeria,2017,75.431,4554,Middle East & North Africa,41689299,3.658456682,69.92314543
Algeria,2020,73.257,3743,Middle East & North Africa,44042091,3.573282704,68.87441528
Algeria,2023,76.261,5364,Middle East & North Africa,46164219,3.729491032,70.79777718
Argentina,1963,64.855,852,Latin America & Caribbean,21421705,2.930934992,60.96531637
Argentina,1966,65.398,1275,Latin America & Caribbean,22453893,3.1055369,63.11515474
Argentina,1969,65.085,1329,Latin America & Caribbean,23508711,3.123708535,63.33889845
Argentina,1972,65.953,1409,Latin America & Caribbean,24644328,3.149025323,63.650619
Argentina,1975,66.965,2026,Latin America & Caribbean,25874107,3.306786116,65.59309609
Argentina,1978,67.999,3282,Latin America & Caribbean,27132158,3.516146919,68.17091378
Argentina,1981,68.858,2764,Latin America & Caribbean,28463959,3.441551616,67.25243674
Argentina,1984,69.353,3915,Latin America & Caribbean,29863093,3.592735641,69.1139354
Argentina,1987,70.699,3477,Latin America & Caribbean,31291762,3.541242325,68.4799085
Argentina,1990,71.615,4315,Latin America & Caribbean,32755901,3.635014344,69.63450461
Argentina,1993,72.303,6931,Latin America & Caribbean,34152717,3.84084953,72.16891209
Argentina,1996,73.056,7663,Latin America & Caribbean,35513793,3.884410881,72.7052743
Argentina,1999,73.683,7705,Latin America & Caribbean,36794682,3.886803242,72.73473096
Argentina,2002,74.312,2569,Latin America & Caribbean,38029349,3.409882363,66.86249956
Argentina,2005,75.231,5067,Latin America & Caribbean,39216789,3.704806906,70.49384647
Argentina,2008,75.428,8944,Latin America & Caribbean,40424148,3.951537145,73.53178656
Argentina,2011,76.1,12704,Latin America & Caribbean,41730660,4.103950166,75.4084176
Argentina,2014,76.268,12233,Latin America & Caribbean,43024071,4.087538103,75.20633915
Argentina,2017,76.543,14532,Latin America & Caribbean,44288894,4.162340359,76.12736437
Argentina,2020,75.878,8535,Latin America & Caribbean,45191965,3.931234023,73.28179828
Argentina,2023,77.395,14187,Latin America & Caribbean,45538401,4.151905346,75.99888014
Iraq,1960,51.462,218,Middle East & North Africa,7022052,2.34028108,53.69271288
Iraq,1963,54.36,235,Middle East & North Africa,7667928,2.372016035,54.08345904
Iraq,1966,57.321,298,Middle East & North Africa,8485104,2.474515892,55.34551928
Iraq,1969,59.64,319,Middle East & North Africa,9403356,2.504960127,55.72037305
Iraq,1972,61.816,394,Middle East & North Africa,10430164,2.595957104,56.84080063
Iraq,1975,61.434,1165,Middle East & North Africa,11543639,3.066654463,62.63640307
Iraq,1978,64.175,1863,Middle East & North Africa,12753355,3.270263581,65.14340142
Iraq,1981,58.652,2700,Middle East & North Africa,14006381,3.431430037,67.12781176
Iraq,1984,59.544,3065,Middle East & North Africa,15310733,3.486532179,67.80627341
Iraq,1987,60.259,3436,Middle East & North Africa,16521049,3.536113355,68.41675652
Iraq,1990,57.587,10261,Middle East & North Africa,17581206,4.011207285,74.26649306
Iraq,1993,65.31,53,Middle East & North Africa,19201195,1.730328243,46.18248559
Iraq,1996,64.618,485,Middle East & North Africa,21501321,2.685973145,57.94915014
Iraq,1999,64.532,1560,Middle East & North Africa,23636527,3.193226108,64.19485442
Iraq,2002,65.724,1266,Middle East & North Africa,26006559,3.102488457,63.07761987
Iraq,2005,64.899,1762,Middle East & North Africa,28407448,3.246102908,64.84591589
Iraq,2008,66.465,4542,Middle East & North Africa,28971036,3.657339495,69.90938973
Iraq,2011,68.435,5775,Middle East & North Africa,32161424,3.761592768,71.19303943
Iraq,2014,69.679,6249,Middle East & North Africa,36550059,3.795837786,71.61469149
Iraq,2017,69.788,4759,Middle East & North Africa,39337353,3.67754168,70.1581352
Iraq,2020,69.651,4295,Middle East & North Africa,42116605,3.632982324,69.60948476
Iraq,2023,72.324,5565,Middle East & North Africa,45074049,3.745475036,70.99458502
Afghanistan,2002,56.225,178,South Asia,21378117,2.252741625,52.61485708
Afghanistan,2005,58.247,254,South Asia,24404567,2.405148635,54.49141411
Afghanistan,2008,59.708,381,South Asia,26482622,2.581759976,56.66599423
Afghanistan,2011,61.25,606,South Asia,29347708,2.782970184,59.14345528
Afghanistan,2014,62.26,625,South Asia,32792523,2.795918193,59.30288153
Afghanistan,2017,62.406,525,South Asia,35688935,2.720547737,58.37486018
Afghanistan,2020,61.454,510,South Asia,39068979,2.708239889,58.22331611
Afghanistan,2023,66.035,415,South Asia,41454761,2.618787773,57.12191009
Canada,1960,71.13317073,2264,North America,17909356,3.355058331,66.18746222
Canada,1963,71.38073171,2380,North America,18964000,3.376634858,66.45312968
Canada,1966,72.00439024,3055,North America,20048000,3.485052166,67.78805031
Canada,1969,72.50146341,3776,North America,21028000,3.577049943,68.92080054
Canada,1972,72.93390244,5106,North America,22218463,3.708143499,70.53492927
Canada,1975,73.52170732,7536,North America,23143275,3.877170862,72.61612939
Canada,1978,74.5297561,9154,North America,23963203,3.961631462,73.65607587
Canada,1981,75.49780488,12379,North America,24819915,4.092686856,75.26973472
Canada,1984,76.33195122,13930,North America,25607053,4.143965911,75.90112347
Canada,1987,76.77878049,16377,North America,26446601,4.214252652,76.76655005
Canada,1990,77.43658537,21525,North America,27691138,4.332960534,78.22817646
Canada,1993,77.70487805,20186,North America,28684764,4.305067456,77.88473457
Canada,1996,78.2202439,21296,North America,29610218,4.328317867,78.17101223
Canada,1999,78.83902439,22315,North America,30401286,4.348601692,78.42076291
Canada,2002,79.53073171,24256,North America,31359199,4.384819528,78.86670588
Canada,2005,80.11268293,36383,North America,32242732,4.560906385,81.03482814
Canada,2008,80.72463415,46710,North America,33247298,4.669412217,82.37083875
Canada,2011,81.48268293,52223,North America,34339221,4.717868959,82.96747692
Canada,2014,81.78439024,50960,North America,35434066,4.707236605,82.83656287
Canada,2017,81.81292683,45129,North America,36545075,4.654461755,82.1867567
Canada,2020,81.53512195,43537,North America,38028638,4.638866872,81.99474002
Canada,2023,81.64658537,53431,North America,40097761,4.727794812,83.08969196
"Yemen, Rep.",1990,58.528,910,Middle East & North Africa,13887862,2.959242966,61.31386679
"Yemen, Rep.",1993,59.655,1396,Middle East & North Africa,15563914,3.14507684,63.60200212
"Yemen, Rep.",1996,60.884,375,Middle East & North Africa,17313177,2.574280186,56.57389707
"Yemen, Rep.",1999,62.275,401,Middle East & North Africa,19029420,2.603629452,56.93526872
"Yemen, Rep.",2002,63.807,513,Middle East & North Africa,20835086,2.710321754,58.24894969
"Yemen, Rep.",2005,65.356,734,Middle East & North Africa,22790085,2.865790665,60.1632073
"Yemen, Rep.",2008,66.609,1071,Middle East & North Africa,25111941,3.030047227,62.1856655
"Yemen, Rep.",2011,67.412,1186,Middle East & North Africa,27582897,3.074258594,62.73003122
"Yemen, Rep.",2014,68.003,1430,Middle East & North Africa,30226309,3.155385905,63.72893557
"Yemen, Rep.",2017,67.12,811,Middle East & North Africa,33090921,2.90910972,60.69658616
"Yemen, Rep.",2020,66.435,559,Middle East & North Africa,36134863,2.747850288,58.71103103
"Yemen, Rep.",2023,69.295,477,Middle East & North Africa,39390799,2.678890628,57.86194452
Ukraine,2023,73.422,5069,Europe & Central Asia,37732836,3.704982528,70.49600887
Ukraine,2020,73.283,3709,Europe & Central Asia,44680014,3.569346901,68.82595452
Ukraine,2017,73.993,2604,Europe & Central Asia,45436041,3.415688943,66.93399482
Ukraine,2014,71.803,3054,Europe & Central Asia,45972380,3.484998165,67.78738541
Ukraine,2011,70.711,3656,Europe & Central Asia,46307853,3.563089094,68.7489034
Ukraine,2008,68.262,4017,Europe & Central Asia,46819175,3.603989032,69.25249615
Ukraine,2005,67.517,1875,Europe & Central Asia,47585556,3.273078878,65.17806561
Ukraine,2002,67.699,903,Europe & Central Asia,48677281,2.955693474,61.27016261
Ukraine,1999,68.004,631,Europe & Central Asia,49976446,2.800655545,59.36121159
Ukraine,1996,67.097,869,Europe & Central Asia,51226109,2.939442405,61.07006644
Ukraine,1987,71.179,1244,Europe & Central Asia,51515732,3.094834784,62.98338173
Ukraine,1990,70.354,1563,Europe & Central Asia,52054092,3.194135148,64.20604725
Ukraine,1993,68.287,1254,Europe & Central Asia,52350126,3.098307471,63.02614023
Morocco,1960,41.73,174,Middle East & North Africa,11624933,2.242502007,52.48877871
Morocco,1963,44.768,210,Middle East & North Africa,12577502,2.323531879,53.48648332
Morocco,1966,46.495,210,Middle East & North Africa,13597065,2.32392094,53.49127375
Morocco,1969,48.187,246,Middle East & North Africa,14734255,2.392344543,54.33375989
Morocco,1972,49.706,317,Middle East & North Africa,15924692,2.501160722,55.67359174
Morocco,1975,51.356,521,Middle East & North Africa,17150786,2.717536474,58.3377831
Morocco,1978,53.554,712,Middle East & North Africa,18477385,2.853016211,60.005918
Morocco,1981,56.023,884,Middle East & North Africa,19985401,2.946669966,61.15905796
Morocco,1984,58.438,681,Middle East & North Africa,21593778,2.833726887,59.76841241
Morocco,1987,60.62,937,Middle East & North Africa,23054392,2.971951427,61.47034353
Morocco,1990,62.396,1229,Middle East & North Africa,24375551,3.089576987,62.91864353
Morocco,1993,63.868,1226,Middle East & North Africa,25614586,3.088642957,62.907143
Morocco,1996,65.226,1596,Middle East & North Africa,26808107,3.203259335,64.31839154
Morocco,1999,66.404,1635,Middle East & North Africa,28027179,3.213692167,64.44684891
Morocco,2002,67.582,1596,Middle East & North Africa,29198142,3.203038501,64.31567246
Morocco,2005,68.748,2242,Middle East & North Africa,30358144,3.350827005,66.13536275
Morocco,2008,70.051,3183,Middle East & North Africa,31606767,3.502863986,68.00736369
Morocco,2011,71.263,3301,Middle East & North Africa,32912588,3.518775592,68.20328011
Morocco,2014,72.522,3435,Middle East & North Africa,34204780,3.535978194,68.41509231
Morocco,2017,73.608,3296,Middle East & North Africa,35446392,3.518056586,68.19442713
Morocco,2020,73.133,3268,Middle East & North Africa,36584208,3.514286071,68.14800154
Morocco,2023,75.313,3771,Middle East & North Africa,37712505,3.576507927,68.9141268
Angola,1981,42.556,657,Sub-Saharan Africa,8435607,2.818214441,59.57741077
Angola,1984,42.245,650,Sub-Saharan Africa,9425917,2.813241355,59.51617816
Angola,1987,40.786,770,Sub-Saharan Africa,10497858,2.886547766,60.41878533
Angola,1990,41.854,965,Sub-Saharan Africa,11626360,2.984917256,61.62998919
Angola,1993,42.19,449,Sub-Saharan Africa,12827135,2.652949826,57.54254062
Angola,1996,46.418,531,Sub-Saharan Africa,14170973,2.725190314,58.4320233
Angola,1999,45.808,392,Sub-Saharan Africa,15667235,2.594089144,56.81780081
Angola,2002,47.874,882,Sub-Saharan Africa,17327699,2.945541379,61.14516189
Angola,2005,52.13,1916,Sub-Saharan Africa,19291161,3.282501668,65.29408654
Angola,2008,55.281,4103,Sub-Saharan Africa,21578655,3.613108598,69.36478355
Angola,2011,58.093,4615,Sub-Saharan Africa,24218352,3.664257389,69.99456838
Angola,2014,60.396,5005,Sub-Saharan Africa,27160769,3.699490823,70.42839061
Angola,2017,62.122,2437,Sub-Saharan Africa,30234839,3.38690181,66.57954461
Angola,2020,63.116,1449,Sub-Saharan Africa,33451132,3.161344899,63.80230747
Angola,2023,64.617,2308,Sub-Saharan Africa,36749906,3.363265867,66.28851997
Poland,2023,78.50731707,22056,Europe & Central Asia,36687353,4.34353987,78.35843771
Poland,2020,76.4,15987,Europe & Central Asia,37899070,4.203782605,76.63763446
Poland,2017,77.75365854,13913,Europe & Central Asia,37974826,4.143431407,75.89454223
Poland,2014,77.60243902,14262,Europe & Central Asia,38011735,4.154189086,76.02699938
Poland,2011,76.69512195,13867,Europe & Central Asia,38063255,4.142003403,75.8769595
Poland,1990,70.8902439,1731,Europe & Central Asia,38110782,3.238349629,64.75045131
Poland,2008,75.54390244,14048,Europe & Central Asia,38125759,4.147631825,75.94626113
Poland,2005,74.99512195,8043,Europe & Central Asia,38165445,3.905467922,72.96454543
Poland,2002,74.49756098,5223,Europe & Central Asia,38230364,3.717957591,70.65576823
Poland,1993,71.59512195,2497,Europe & Central Asia,38461408,3.397441249,66.70931461
Poland,1996,72.24634146,4163,Europe & Central Asia,38624370,3.619459816,69.44298482
Poland,1999,73.04390244,4415,Europe & Central Asia,38660271,3.644979956,69.7572092
Uzbekistan,1987,65.486,450,Europe & Central Asia,18930070,2.653448452,57.5486801
Uzbekistan,1990,65.772,652,Europe & Central Asia,20464956,2.814871714,59.53625244
Uzbekistan,1993,64.924,595,Europe & Central Asia,21987955,2.775084084,59.04635531
Uzbekistan,1996,64.78,597,Europe & Central Asia,23351981,2.77621599,59.06029224
Uzbekistan,1999,65.307,697,Europe & Central Asia,24476008,2.843708273,59.89131122
Uzbekistan,2002,66.376,381,Europe & Central Asia,25399980,2.581391275,56.66145449
Uzbekistan,2005,67.481,542,Europe & Central Asia,26356975,2.734668489,58.54872617
Uzbekistan,2008,69.035,1074,Europe & Central Asia,27494774,3.031299084,62.20107936
Uzbekistan,2011,70.143,2087,Europe & Central Asia,28823196,3.319702177,65.75212896
Uzbekistan,2014,70.973,2674,Europe & Central Asia,30222994,3.427317753,67.07717803
Uzbekistan,2017,71.737,2190,Europe & Central Asia,31819178,3.340563899,66.00899518
Uzbekistan,2020,71.461,1978,Europe & Central Asia,33586372,3.296287874,65.46383333
Uzbekistan,2023,72.388,2849,Europe & Central Asia,35652307,3.454770888,67.41520299
Malaysia,1960,57.168,240,East Asia & Pacific,7956197,2.381741989,54.20321276
Malaysia,1963,59.667,291,East Asia & Pacific,8602160,2.465085298,55.22940226
Malaysia,1966,61.679,338,East Asia & Pacific,9284688,2.529648629,56.02435764
Malaysia,1969,62.868,368,East Asia & Pacific,9947597,2.566302711,56.47567202
Malaysia,1972,64.232,472,East Asia & Pacific,10676835,2.674276341,57.80512973
Malaysia,1975,65.697,810,East Asia & Pacific,11471914,2.908791062,60.69266259
Malaysia,1978,67.17,1326,East Asia & Pacific,12328157,3.122834168,63.32813254
Malaysia,1981,68.461,1866,East Asia & Pacific,13399203,3.270935487,65.15167446
Malaysia,1984,69.551,2299,East Asia & Pacific,14759009,3.361691714,66.26913774
Malaysia,1987,70.351,1977,East Asia & Pacific,16276737,3.296035025,65.46072006
Malaysia,1990,70.952,2468,East Asia & Pacific,17833171,3.392466699,66.64806397
Malaysia,1993,71.721,3461,East Asia & Pacific,19322664,3.539326442,68.45631862
Malaysia,1996,72.119,4837,East Asia & Pacific,20850087,3.684591258,70.24493524
Malaysia,1999,72.428,3527,East Asia & Pacific,22435531,3.547505903,68.55703068
Malaysia,2002,73.469,4184,East Asia & Pacific,24102477,3.62159496,69.46927442
Malaysia,2005,74.37,5555,East Asia & Pacific,25836071,3.744729546,70.98540595
Malaysia,2008,75.151,8371,East Asia & Pacific,27570059,3.922819963,73.17819764
Malaysia,2011,75.488,10217,East Asia & Pacific,29162039,4.009327936,74.24335301
Malaysia,2014,75.345,11013,East Asia & Pacific,30696137,4.041917893,74.64462663
Malaysia,2017,75.542,9862,East Asia & Pacific,32355644,3.993989133,74.0544894
Malaysia,2020,76.057,9957,East Asia & Pacific,33889558,3.998151461,74.10573931
Malaysia,2023,76.657,11379,East Asia & Pacific,35126298,4.056107384,74.819339
Peru,1960,50.597,252,Latin America & Caribbean,10174127,2.402771542,54.46214544
Peru,1963,52.597,324,Latin America & Caribbean,11102099,2.510688953,55.79091094
Peru,1966,54.4,504,Latin America & Caribbean,12101297,2.70314167,58.16054275
Peru,1969,55.816,487,Latin America & Caribbean,13166767,2.688117418,57.97555214
Peru,1972,56.989,646,Latin America & Caribbean,14210147,2.810689219,59.48475422
Peru,1975,58.205,1104,Latin America & Caribbean,15333957,3.043032533,62.34555097
Peru,1978,59.261,756,Latin America & Caribbean,16516059,2.878721265,60.32241919
Peru,1981,60.325,1216,Latin America & Caribbean,17798805,3.085031245,62.86267271
Peru,1984,61.066,917,Latin America & Caribbean,19174716,2.962793607,61.35758512
Peru,1987,62.544,1792,Latin America & Caribbean,20582320,3.253410875,64.93589742
Peru,1990,63.979,1199,Latin America & Caribbean,22014771,3.079060592,62.78915726
Peru,1993,65.732,1487,Latin America & Caribbean,23413783,3.172507786,63.93975387
Peru,1996,67.85,2226,Latin America & Caribbean,24811171,3.347703996,66.09690976
Peru,1999,69.302,1916,Latin America & Caribbean,26186504,3.282516522,65.29426943
Peru,2002,70.815,2007,Latin America & Caribbean,27288217,3.302627472,65.54189154
Peru,2005,71.988,2706,Latin America & Caribbean,28101180,3.432435225,67.14018844
Peru,2008,72.743,4197,Latin America & Caribbean,28719041,3.622999442,69.48656753
Peru,2011,73.327,5861,Latin America & Caribbean,29304086,3.767998243,71.27190877
Peru,2014,75.26,6667,Latin America & Caribbean,30115826,3.823939191,71.96069847
Peru,2017,75.958,6736,Latin America & Caribbean,31324637,3.828412841,72.01578163
Peru,2020,73.832,6133,Latin America & Caribbean,32838579,3.787696015,71.51444349
Peru,2023,77.74,7906,Latin America & Caribbean,33845617,3.897988946,72.87245829
Ghana,1960,46.942,174,Sub-Saharan Africa,6961215,2.242687634,52.4910643
Ghana,1963,47.476,205,Sub-Saharan Africa,7514714,2.311833134,53.34243901
Ghana,1966,47.708,263,Sub-Saharan Africa,8074521,2.420507908,54.68052977
Ghana,1969,47.895,225,Sub-Saharan Africa,8690383,2.353671277,53.8575837
Ghana,1972,48.274,223,Sub-Saharan Africa,9438187,2.34986564,53.81072565
Ghana,1975,49.323,272,Sub-Saharan Africa,10294308,2.436125603,54.87282732
Ghana,1978,50.461,325,Sub-Saharan Africa,11248450,2.512682364,55.81545541
Ghana,1981,51.313,343,Sub-Saharan Africa,12281712,2.536304769,56.10631336
